,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),7. Households with an improved drinking-water source1 (%),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
341,Raigarh,1086.0,1205.0,180.5,medium,medium,medium,high,low,low,medium,high,low,low,medium,medium,low,medium,low,medium,high,medium,medium,low,medium,medium,medium,medium,low,low,low,CT,Rural,Central Zone
342,Raigarh,1266.0,1417.0,217.3,medium,medium,medium,high,low,low,medium,high,low,low,medium,high,low,medium,low,high,high,medium,low,low,medium,medium,medium,medium,low,low,low,CT,Total,Central Zone
343,Korba,370.0,493.0,56.9,high,medium,medium,high,medium,medium,high,high,medium,low,high,high,medium,high,low,high,high,medium,low,low,low,medium,low,medium,medium,low,low,CT,Urban,Central Zone
344,Korba,638.0,793.0,116.8,medium,medium,low,medium,low,low,medium,medium,low,medium,medium,medium,low,medium,low,high,medium,medium,low,low,medium,high,medium,medium,low,low,low,CT,Rural,Central Zone
345,Korba,1009.0,1286.0,173.8,medium,medium,medium,high,low,low,medium,high,low,low,medium,medium,low,medium,low,high,medium,medium,low,low,medium,medium,medium,medium,low,low,low,CT,Total,Central Zone
346,Janjgir - Champa,1143.0,1361.0,193.9,medium,medium,low,high,low,low,medium,high,low,low,high,medium,low,medium,low,high,medium,medium,medium,medium,medium,medium,low,medium,low,low,low,CT,Rural,Central Zone
347,Janjgir - Champa,1324.0,1619.0,237.1,medium,medium,low,high,low,low,medium,high,medium,low,high,medium,low,medium,low,high,medium,medium,medium,medium,medium,medium,low,medium,low,low,low,CT,Total,Central Zone
348,Bilaspur,1596.0,2114.0,291.5,medium,medium,medium,high,low,low,medium,high,low,low,high,medium,medium,high,low,high,high,medium,low,low,medium,low,low,medium,low,low,low,CT,Rural,Central Zone
349,Bilaspur,2248.0,2950.0,427.0,medium,medium,medium,high,medium,low,medium,high,low,low,high,medium,medium,high,low,high,high,medium,low,low,medium,low,low,medium,medium,low,low,CT,Total,Central Zone
350,Kabirdham,550.0,676.0,84.5,medium,medium,low,high,low,low,medium,medium,low,medium,high,medium,low,medium,low,medium,high,medium,medium,low,medium,medium,medium,medium,low,low,low,CT,Rural,Central Zone
351,Kabirdham,618.0,754.0,97.4,medium,medium,low,high,low,low,medium,medium,low,medium,high,medium,low,medium,low,medium,high,medium,medium,low,medium,medium,medium,medium,low,low,low,CT,Total,Central Zone
352,Rajnandgaon,926.0,1331.0,151.6,medium,medium,medium,high,medium,low,high,high,low,low,high,medium,medium,high,low,high,high,medium,low,low,high,low,low,medium,medium,low,low,CT,Rural,Central Zone
353,Rajnandgaon,1166.0,1628.0,190.4,medium,medium,medium,high,medium,low,high,high,low,low,high,medium,medium,high,low,high,high,medium,low,low,high,low,low,medium,medium,low,low,CT,Total,Central Zone
354,Durg,973.0,1299.0,184.1,high,medium,low,high,medium,high,high,high,medium,low,high,high,medium,high,low,high,high,medium,low,low,low,low,medium,medium,low,low,low,CT,Urban,Central Zone
355,Durg,1468.0,1830.0,273.1,medium,medium,medium,high,low,low,medium,high,low,low,high,medium,medium,medium,medium,high,high,low,low,low,medium,medium,medium,medium,medium,low,low,CT,Rural,Central Zone
356,Durg,2441.0,3129.0,457.2,medium,medium,low,high,medium,medium,high,high,medium,low,high,medium,medium,high,low,high,high,medium,low,low,medium,medium,medium,medium,medium,low,low,CT,Total,Central Zone
357,Raipur,1221.0,1538.0,210.6,high,low,medium,high,medium,high,high,high,medium,low,high,high,medium,high,low,high,high,medium,medium,medium,medium,low,medium,medium,low,low,low,CT,Urban,Central Zone
358,Raipur,1961.0,2492.0,336.0,medium,medium,medium,high,low,low,medium,high,low,low,high,high,low,medium,low,high,medium,medium,low,low,medium,medium,medium,medium,low,low,low,CT,Rural,Central Zone
359,Raipur,3182.0,4031.0,546.6,medium,medium,medium,high,medium,medium,medium,high,low,low,high,high,medium,high,low,high,high,medium,low,low,medium,medium,medium,medium,low,low,low,CT,Total,Central Zone
360,Mahasamund,822.0,1005.0,141.7,medium,medium,low,high,low,low,medium,high,low,low,high,medium,low,high,low,high,medium,medium,medium,medium,medium,medium,medium,medium,low,low,low,CT,Rural,Central Zone
361,Mahasamund,917.0,1128.0,166.0,medium,medium,low,high,low,low,medium,high,low,low,high,medium,low,high,low,high,medium,medium,medium,medium,medium,medium,medium,medium,low,low,low,CT,Total,Central Zone
362,Dhamtari,487.0,660.0,91.9,medium,medium,medium,high,medium,low,high,high,low,low,high,high,medium,high,low,high,high,medium,medium,low,medium,medium,medium,medium,low,low,low,CT,Rural,Central Zone
363,Dhamtari,635.0,850.0,111.9,medium,medium,medium,high,medium,low,high,high,low,low,high,high,medium,high,low,high,medium,medium,low,low,medium,medium,medium,medium,low,low,low,CT,Total,Central Zone
364,Uttar Bastar Kanker,490.0,627.0,82.9,medium,medium,low,high,low,low,medium,high,low,low,medium,high,medium,high,low,high,high,medium,low,low,medium,high,medium,high,low,low,low,CT,Rural,Central Zone
365,Uttar Bastar Kanker,557.0,706.0,98.5,medium,medium,low,high,medium,low,medium,high,low,low,medium,high,medium,high,low,high,high,medium,low,low,medium,medium,medium,high,low,low,low,CT,Total,Central Zone
366,Bastar,945.0,1194.0,156.1,low,medium,medium,high,low,low,low,medium,low,low,medium,medium,low,medium,low,high,medium,medium,low,low,medium,high,medium,high,low,low,low,CT,Rural,Central Zone
367,Bastar,1095.0,1390.0,188.9,low,medium,medium,high,low,low,low,medium,low,low,medium,medium,low,medium,low,high,medium,medium,low,low,medium,high,medium,high,low,low,low,CT,Total,Central Zone
368,Narayanpur,81.4,125.0,17.1,medium,medium,low,high,low,low,low,medium,low,low,medium,medium,low,medium,low,medium,high,medium,low,low,high,medium,medium,high,low,low,low,CT,Rural,Central Zone
369,Narayanpur,99.4,152.0,21.6,medium,medium,low,high,low,low,medium,medium,low,low,medium,medium,low,medium,low,medium,high,medium,low,low,high,medium,medium,high,low,low,low,CT,Total,Central Zone
370,Dakshin Bastar Dantewada,349.0,453.0,54.8,low,medium,medium,high,low,low,low,low,low,low,medium,medium,low,medium,low,medium,medium,medium,low,low,medium,high,high,high,low,low,low,CT,Rural,Central Zone
371,Dakshin Bastar Dantewada,427.0,547.0,70.8,low,medium,medium,high,low,low,low,low,low,low,medium,medium,low,medium,low,medium,medium,medium,low,low,medium,high,high,high,low,low,low,CT,Total,Central Zone
372,Bijapur,170.0,238.0,27.44,medium,medium,medium,high,low,low,medium,high,low,low,medium,medium,low,high,low,high,high,medium,low,low,high,medium,medium,high,low,low,low,CT,Rural,Central Zone
373,Bijapur,193.0,267.0,32.09,medium,medium,medium,high,low,low,medium,high,low,low,medium,medium,low,high,low,high,high,medium,low,low,high,medium,medium,high,low,low,low,CT,Total,Central Zone
374,Pashchim Champaran,1226.0,1298.0,181.0,low,low,low,high,low,low,low,medium,low,medium,low,low,low,medium,low,low,medium,low,low,low,medium,medium,medium,medium,low,low,low,BR,Rural,Eastern Zone
375,Pashchim Champaran,1438.0,1541.0,238.0,low,low,low,high,low,low,low,medium,low,medium,low,low,low,medium,low,low,medium,low,low,low,medium,medium,medium,medium,low,low,low,BR,Total,Eastern Zone
376,Purba Champaran,1675.0,2045.0,170.0,low,medium,low,high,low,low,low,low,low,medium,low,low,low,medium,medium,medium,medium,medium,low,low,medium,medium,high,medium,low,low,low,BR,Rural,Eastern Zone
377,Purba Champaran,1828.0,2242.0,200.0,low,medium,low,high,low,low,low,medium,low,medium,low,low,low,medium,medium,medium,medium,medium,low,low,medium,medium,high,medium,low,low,low,BR,Total,Eastern Zone
378,Sheohar,269.0,297.0,29.0,low,high,low,high,low,low,low,medium,low,high,low,low,low,medium,low,medium,medium,low,low,low,high,medium,medium,medium,low,low,low,BR,Rural,Eastern Zone
379,Sheohar,280.0,309.0,32.0,low,high,low,high,low,low,low,medium,low,high,low,low,low,medium,low,medium,medium,low,low,low,high,medium,medium,medium,low,low,low,BR,Total,Eastern Zone
380,Sitamarhi,1313.0,1547.0,179.0,low,medium,medium,high,low,low,low,medium,low,high,medium,low,low,medium,low,medium,medium,low,low,low,high,medium,high,high,low,low,low,BR,Rural,Eastern Zone
381,Sitamarhi,1419.0,1686.0,200.0,low,medium,medium,high,low,low,low,medium,low,high,medium,low,low,low,low,medium,medium,low,low,low,high,medium,high,high,low,low,low,BR,Total,Eastern Zone
382,Madhubani,1591.0,1892.0,234.0,low,high,medium,high,low,low,low,medium,low,medium,low,low,low,medium,low,medium,medium,low,low,low,high,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
383,Madhubani,1656.0,1970.0,249.0,low,high,medium,high,low,low,low,medium,low,medium,low,low,low,medium,low,medium,medium,low,low,low,high,medium,medium,high,low,low,low,BR,Total,Eastern Zone
384,Supaul,784.0,1001.0,100.0,low,high,medium,high,low,low,low,medium,low,high,medium,low,low,medium,low,medium,high,low,low,low,medium,high,high,high,low,low,low,BR,Rural,Eastern Zone
385,Supaul,824.0,1043.0,104.0,low,medium,low,high,low,low,low,medium,low,high,medium,low,low,medium,low,medium,high,low,low,low,high,high,high,high,low,low,low,BR,Total,Eastern Zone
386,Araria,1016.0,1232.0,128.0,low,medium,medium,high,low,low,low,medium,low,medium,medium,low,low,medium,low,medium,medium,low,low,low,high,high,medium,high,low,low,low,BR,Rural,Eastern Zone
387,Araria,1093.0,1332.0,135.0,low,medium,medium,high,low,low,low,medium,low,medium,medium,low,low,medium,low,medium,medium,low,low,low,high,high,medium,high,low,low,low,BR,Total,Eastern Zone
388,Kishanganj,574.0,718.0,80.0,low,medium,medium,high,low,low,low,low,low,medium,low,low,low,medium,medium,medium,high,low,low,low,medium,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
389,Kishanganj,629.0,786.0,90.0,low,medium,medium,high,low,low,low,low,low,medium,low,low,low,medium,medium,medium,high,low,low,low,medium,medium,medium,high,low,low,low,BR,Total,Eastern Zone
390,Purnia,1053.0,1232.0,142.0,medium,medium,medium,high,low,low,low,medium,low,medium,medium,low,low,medium,low,medium,high,medium,medium,low,high,high,high,high,low,low,low,BR,Rural,Eastern Zone
391,Purnia,1225.0,1440.0,178.0,medium,medium,low,high,low,low,low,medium,low,medium,medium,low,low,medium,low,medium,high,medium,low,low,high,high,high,high,low,low,low,BR,Total,Eastern Zone
392,Katihar,1071.0,1106.0,111.0,low,medium,low,high,low,low,low,low,low,medium,low,low,low,medium,low,high,medium,medium,low,low,high,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
393,Katihar,1176.0,1233.0,135.0,low,medium,low,high,low,low,low,medium,low,medium,low,low,low,medium,low,high,medium,medium,low,low,high,medium,medium,high,low,low,low,BR,Total,Eastern Zone
394,Madhepura,712.0,831.0,77.0,low,high,low,high,low,low,low,medium,low,high,low,low,low,medium,low,medium,medium,medium,low,low,high,medium,medium,medium,low,low,low,BR,Rural,Eastern Zone
395,Madhepura,750.0,877.0,83.0,low,high,low,high,low,low,low,medium,low,high,low,low,low,medium,low,medium,medium,medium,low,low,high,medium,medium,medium,low,low,low,BR,Total,Eastern Zone
396,Saharsa,627.0,757.0,82.0,low,medium,medium,high,low,low,low,low,low,medium,low,low,low,medium,low,high,medium,low,low,low,medium,medium,high,high,low,low,low,BR,Rural,Eastern Zone
397,Saharsa,683.0,814.0,95.0,low,medium,medium,high,low,low,low,low,low,medium,medium,low,low,medium,low,high,medium,low,low,low,medium,medium,high,high,low,low,low,BR,Total,Eastern Zone
398,Darbhanga,1440.0,1750.0,197.0,low,high,medium,high,low,low,low,medium,low,medium,low,low,low,medium,medium,medium,high,low,low,low,high,medium,high,high,low,low,low,BR,Rural,Eastern Zone
399,Darbhanga,1586.0,1902.0,218.0,low,high,medium,high,low,low,low,medium,low,medium,low,low,low,medium,medium,medium,high,low,low,low,high,medium,high,high,low,low,low,BR,Total,Eastern Zone
400,Muzaffarpur,1617.0,1885.0,229.0,medium,medium,medium,high,low,low,medium,medium,low,medium,low,low,low,medium,low,medium,medium,low,low,low,high,medium,medium,medium,low,low,low,BR,Rural,Eastern Zone
401,Muzaffarpur,1797.0,2069.0,262.0,medium,medium,medium,high,low,low,medium,medium,low,medium,low,low,low,medium,low,medium,medium,low,low,low,high,medium,medium,medium,low,low,low,BR,Total,Eastern Zone
402,Gopalganj,785.0,1128.0,117.0,medium,high,medium,high,low,low,medium,high,low,medium,low,low,low,high,low,medium,high,low,low,low,medium,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
403,Gopalganj,847.0,1217.0,121.0,medium,high,medium,high,low,low,medium,high,low,medium,low,low,low,high,low,medium,medium,low,low,low,medium,medium,medium,high,low,low,low,BR,Total,Eastern Zone
404,Siwan,977.0,1439.0,152.0,medium,medium,medium,high,low,low,medium,high,low,medium,low,low,low,high,low,medium,high,low,low,low,medium,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
405,Siwan,1034.0,1522.0,167.0,medium,medium,medium,high,low,low,medium,high,low,medium,low,low,low,high,low,medium,high,low,low,low,medium,medium,medium,high,low,low,low,BR,Total,Eastern Zone
406,Saran,1115.0,1468.0,166.0,medium,medium,medium,high,low,low,medium,medium,low,medium,low,low,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,low,low,low,BR,Rural,Eastern Zone
407,Saran,1237.0,1653.0,194.0,medium,medium,medium,high,low,low,medium,medium,low,medium,low,low,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,low,low,low,BR,Total,Eastern Zone
408,Vaishali,1054.0,1359.0,135.0,medium,medium,low,high,low,low,medium,medium,low,high,low,low,low,high,low,high,high,low,low,low,high,medium,high,high,medium,low,low,BR,Rural,Eastern Zone
409,Vaishali,1170.0,1552.0,156.0,medium,medium,low,high,low,low,medium,high,low,medium,low,low,low,high,low,high,high,low,low,low,high,medium,high,high,medium,low,low,BR,Total,Eastern Zone
410,Samastipur,1489.0,1629.0,165.0,medium,medium,medium,high,low,low,medium,medium,low,high,low,low,low,high,low,medium,medium,low,low,low,high,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
411,Samastipur,1564.0,1709.0,179.0,medium,medium,medium,high,low,low,medium,medium,low,high,low,low,low,high,low,medium,medium,low,low,low,high,medium,medium,high,low,low,low,BR,Total,Eastern Zone
412,Begusarai,898.0,1141.0,149.0,medium,medium,medium,high,low,low,low,medium,low,high,medium,low,low,high,low,high,high,low,low,low,medium,medium,medium,medium,low,low,low,BR,Rural,Eastern Zone
413,Begusarai,1120.0,1420.0,206.0,medium,medium,medium,high,low,low,medium,medium,low,high,medium,low,low,high,low,high,medium,low,low,low,medium,medium,medium,high,low,low,low,BR,Total,Eastern Zone
414,Khagaria,560.0,667.0,77.0,low,medium,medium,high,low,low,low,medium,low,high,low,low,low,high,low,medium,medium,low,low,low,high,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
415,Khagaria,591.0,704.0,85.0,low,medium,medium,high,low,low,low,medium,low,medium,low,low,low,high,low,medium,medium,low,low,low,high,medium,medium,high,low,low,low,BR,Total,Eastern Zone
416,Bhagalpur,892.0,1099.0,142.0,medium,medium,low,high,low,low,low,medium,low,medium,low,low,low,medium,low,high,high,low,low,low,high,medium,high,high,low,low,low,BR,Rural,Eastern Zone
417,Bhagalpur,1170.0,1482.0,183.0,medium,medium,low,high,low,low,medium,medium,low,medium,low,low,low,high,low,medium,high,low,low,low,medium,medium,high,high,low,low,low,BR,Total,Eastern Zone
418,Banka,728.0,894.0,121.0,low,medium,low,high,low,low,low,medium,low,medium,low,low,low,high,low,medium,medium,low,low,low,high,medium,high,high,low,low,low,BR,Rural,Eastern Zone
419,Banka,757.0,929.0,133.0,low,medium,low,high,low,low,low,medium,low,medium,low,low,low,high,low,medium,medium,low,low,low,high,medium,high,high,low,low,low,BR,Total,Eastern Zone
420,Munger,375.0,397.0,52.0,medium,medium,low,high,low,low,medium,high,low,medium,medium,low,low,high,low,medium,high,low,low,low,high,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
421,Munger,511.0,560.0,75.0,medium,medium,low,high,low,low,medium,high,low,medium,medium,low,low,high,low,medium,high,low,low,low,medium,medium,medium,high,low,low,low,BR,Total,Eastern Zone
422,Lakhisarai,262.0,335.0,36.0,medium,medium,medium,high,low,low,medium,medium,low,medium,medium,low,low,medium,low,medium,medium,low,low,low,high,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
423,Lakhisarai,314.0,401.0,46.0,medium,medium,medium,high,medium,low,medium,medium,low,medium,medium,low,low,medium,low,medium,medium,medium,low,low,high,medium,high,high,low,low,low,BR,Total,Eastern Zone
424,Sheikhpura,158.0,210.0,21.0,medium,medium,medium,high,low,low,low,medium,low,medium,medium,low,low,high,low,medium,medium,medium,medium,medium,medium,high,high,high,low,low,low,BR,Rural,Eastern Zone
425,Sheikhpura,198.0,263.0,30.0,medium,medium,medium,high,low,low,medium,medium,low,medium,medium,low,low,high,low,medium,medium,medium,medium,medium,medium,high,high,high,low,low,low,BR,Total,Eastern Zone
426,Nalanda,769.0,849.0,90.0,medium,medium,low,high,low,low,low,medium,low,high,medium,low,low,high,low,medium,medium,medium,low,low,high,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
427,Nalanda,944.0,1066.0,125.0,medium,medium,low,high,low,low,medium,medium,low,medium,medium,low,low,high,low,medium,medium,medium,low,low,high,medium,medium,high,low,low,low,BR,Total,Eastern Zone
428,Patna,1138.0,1464.0,232.0,medium,low,medium,high,high,high,high,high,medium,medium,medium,low,low,high,low,high,medium,low,low,low,medium,medium,medium,medium,low,low,low,BR,Urban,Eastern Zone
429,Patna,1027.0,1316.0,184.0,medium,medium,medium,high,low,low,medium,medium,low,medium,medium,low,low,high,low,high,medium,medium,low,low,high,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
430,Patna,2165.0,2780.0,416.0,medium,medium,medium,high,medium,medium,medium,high,medium,medium,medium,low,low,high,low,high,medium,medium,low,low,medium,medium,medium,medium,low,low,low,BR,Total,Eastern Zone
431,Bhojpur,677.0,1009.0,115.0,medium,medium,medium,high,low,low,medium,high,low,medium,low,low,low,high,low,high,medium,low,low,low,medium,medium,high,medium,low,low,low,BR,Rural,Eastern Zone
432,Bhojpur,826.0,1216.0,147.0,medium,medium,low,high,low,low,medium,high,low,medium,low,low,low,high,low,high,medium,low,low,low,medium,medium,high,high,low,low,low,BR,Total,Eastern Zone
433,Buxar,458.0,633.0,80.0,medium,medium,medium,high,low,low,medium,high,low,medium,medium,low,low,high,low,medium,medium,low,low,low,medium,medium,medium,medium,low,low,low,BR,Rural,Eastern Zone
434,Buxar,528.0,729.0,99.0,medium,medium,medium,high,low,low,medium,high,low,medium,medium,low,low,high,low,medium,medium,low,low,low,medium,medium,medium,medium,low,low,low,BR,Total,Eastern Zone
435,Kaimur (Bhabua),478.0,581.0,74.0,medium,medium,low,high,low,low,medium,medium,low,medium,medium,low,low,high,low,high,medium,medium,low,low,high,medium,medium,medium,low,low,low,BR,Rural,Eastern Zone
436,Kaimur (Bhabua),510.0,624.0,84.0,medium,medium,low,high,low,low,medium,medium,low,medium,medium,low,low,high,low,high,medium,medium,low,low,high,medium,medium,medium,low,low,low,BR,Total,Eastern Zone
437,Rohtas,770.0,1133.0,135.0,medium,medium,low,high,low,low,medium,medium,low,medium,medium,low,low,high,low,high,medium,low,low,low,high,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
438,Rohtas,894.0,1313.0,184.0,medium,medium,low,high,low,low,medium,medium,medium,medium,medium,low,low,high,low,high,medium,low,low,low,high,medium,medium,high,low,low,low,BR,Total,Eastern Zone
439,Aurangabad,690.0,864.0,74.0,medium,medium,medium,high,low,low,medium,high,low,medium,medium,low,low,high,low,high,medium,medium,low,low,high,medium,medium,medium,low,low,low,BR,Rural,Eastern Zone
440,Aurangabad,767.0,971.0,89.0,medium,medium,low,high,low,low,medium,high,medium,medium,medium,low,low,high,low,high,medium,medium,low,low,high,medium,medium,medium,low,low,low,BR,Total,Eastern Zone
441,Gaya,1176.0,1804.0,183.0,medium,medium,medium,high,low,low,medium,medium,low,high,medium,low,low,medium,low,high,high,low,low,low,high,high,medium,high,low,low,low,BR,Rural,Eastern Zone
442,Gaya,1378.0,2083.0,226.0,medium,medium,medium,high,low,low,medium,medium,low,high,medium,low,low,medium,low,medium,medium,low,low,low,high,high,medium,high,low,low,low,BR,Total,Eastern Zone
443,Nawada,592.0,774.0,77.0,low,high,medium,high,low,low,low,medium,low,medium,medium,low,low,medium,low,medium,medium,low,low,low,high,medium,medium,high,low,low,low,BR,Rural,Eastern Zone
444,Nawada,681.0,899.0,92.0,medium,high,medium,high,low,low,low,medium,low,medium,medium,low,low,medium,low,medium,medium,medium,medium,low,high,medium,medium,high,low,low,low,BR,Total,Eastern Zone
445,Jamui,536.0,682.0,84.0,low,medium,low,high,low,low,low,medium,low,high,low,low,low,medium,low,medium,medium,low,low,low,medium,high,medium,high,low,low,low,BR,Rural,Eastern Zone
446,Jamui,581.0,735.0,93.0,low,medium,low,high,low,low,low,medium,low,high,low,low,low,medium,low,medium,medium,low,low,low,medium,high,medium,high,low,low,low,BR,Total,Eastern Zone
447,Jehanabad,327.0,379.0,39.0,medium,high,low,high,low,low,medium,medium,low,medium,medium,low,low,high,low,medium,medium,medium,low,low,high,medium,medium,medium,low,low,low,BR,Rural,Eastern Zone
448,Jehanabad,378.0,444.0,48.0,medium,medium,low,high,low,low,medium,medium,medium,medium,medium,low,low,high,low,medium,medium,medium,low,low,high,medium,medium,medium,low,low,low,BR,Total,Eastern Zone
449,Arwal,206.0,273.0,28.0,medium,high,low,high,low,low,medium,high,low,medium,low,low,low,high,low,high,medium,low,low,low,high,medium,medium,medium,low,low,low,BR,Rural,Eastern Zone
450,Arwal,223.0,297.0,33.0,medium,high,medium,high,low,low,medium,high,low,medium,low,low,low,high,low,high,medium,medium,low,low,high,medium,high,medium,low,low,low,BR,Total,Eastern Zone
451,North District,826.0,941.0,157.0,high,low,medium,high,high,medium,high,high,medium,low,medium,high,high,high,low,high,high,medium,medium,medium,low,low,medium,medium,low,low,medium,SK,Rural,Eastern Zone
452,North District,934.0,1049.0,186.0,high,low,medium,high,high,medium,high,high,medium,low,medium,high,high,high,low,high,high,medium,medium,medium,low,low,medium,medium,low,low,medium,SK,Total,Eastern Zone
453,West District,894.0,1079.0,203.0,high,low,low,high,high,medium,high,high,medium,low,high,high,high,high,low,high,high,high,medium,medium,medium,low,medium,medium,low,low,medium,SK,Rural,Eastern Zone
454,West District,937.0,1125.0,223.0,high,low,low,high,high,medium,high,high,medium,low,high,high,high,high,low,high,high,high,medium,medium,medium,low,medium,medium,low,low,medium,SK,Total,Eastern Zone
456,South District,938.0,1091.0,47.0,high,low,medium,high,high,medium,high,high,medium,low,high,high,high,high,low,high,high,high,medium,medium,medium,low,medium,low,low,low,medium,SK,Total,Eastern Zone
457,East District,924.0,1041.0,178.0,high,low,low,high,high,high,high,high,medium,low,medium,high,medium,high,low,high,high,medium,medium,medium,low,low,medium,medium,low,low,medium,SK,Urban,Eastern Zone
458,East District,929.0,987.0,167.0,medium,medium,low,high,high,medium,high,high,medium,low,medium,medium,medium,high,low,high,high,medium,high,high,low,low,medium,medium,low,low,medium,SK,Rural,Eastern Zone
459,East District,1853.0,2028.0,345.0,high,medium,low,high,high,high,high,high,medium,low,medium,high,medium,high,low,high,high,medium,medium,medium,low,low,medium,medium,low,low,medium,SK,Total,Eastern Zone
462,Kasaragod,410.02,427.77,65.83,high,medium,medium,high,high,medium,high,high,high,low,medium,high,high,high,low,high,medium,medium,medium,medium,low,low,medium,medium,high,medium,high,KL,Total,Southern Zone
463,Kannur,482.21,498.06,70.46,high,medium,medium,high,high,medium,high,high,high,low,medium,high,high,high,low,high,medium,high,medium,medium,low,low,medium,medium,high,high,medium,KL,Urban,Southern Zone
465,Kannur,785.14,765.65,120.32,high,medium,medium,high,high,medium,high,high,high,low,medium,high,high,high,low,high,medium,high,medium,medium,low,low,medium,medium,high,high,medium,KL,Total,Southern Zone
