,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
169,Simdega,408.13,400.06,51.58,0.5765,1.03845,1.16128,0.047,0.0179,0.5567,0.7394,0.2168,0.1583,0.22870000000000001,0.1253,0.0672,0.456,0.07,0.5253,0.5472,0.3321,0.1728,0.1699,0.3995,0.31079999999999997,0.8184999999999999,0.7892,0.0416,0.0252,0.057800000000000004,JH,Rural,Eastern Zone
172,Pashchimi Singhbhum,971.97,1005.72,107.57,0.4617,1.04296,0.9836599999999999,0.1032,0.0242,0.43,0.6402,0.1432,0.22899999999999998,0.131,0.1003,0.1007,0.33020000000000005,0.04019999999999999,0.4814,0.34909999999999997,0.31679999999999997,0.0091,0.0086,0.6294,0.34380000000000005,0.8423,0.7544,0.041299999999999996,0.014199999999999999,0.032,JH,Rural,Eastern Zone
175,Saraikela Kharsawan,659.2,720.62,110.47,0.5765,0.96864,0.9081300000000001,0.0929,0.0409,0.5268,0.7862,0.2452,0.3642,0.23620000000000002,0.212,0.19899999999999998,0.6131,0.0796,0.7453,0.574,0.5427000000000001,0.063,0.059699999999999996,0.4708,0.41340000000000005,0.8243,0.8337,0.032400000000000005,0.0204,0.0368,JH,Rural,Eastern Zone
177,Bargarh,1075.27,1179.8,169.82,0.6907,1.02305,0.9563600000000001,0.23670000000000002,0.0944,0.6839,0.8703,0.2325,0.1316,0.517,0.6245,0.4316,0.9154000000000001,0.0207,0.8290000000000001,0.6868000000000001,0.7058,0.0418,0.0371,0.39799999999999996,0.3196,0.6818000000000001,0.6918000000000001,0.2,0.0199,0.047599999999999996,OR,Rural,Eastern Zone
179,Jharsuguda,166.17,205.14,27.3,0.8062999999999999,0.9721399999999999,0.9602,0.5706,0.5315,0.8226,0.9181999999999999,0.47009999999999996,0.1362,0.5831000000000001,0.7852,0.488,0.9594,0.018600000000000002,0.6945999999999999,0.8090999999999999,0.7272,0.0848,0.08470000000000001,0.2457,0.1857,0.6591,0.66,0.3079,0.1048,0.11410000000000001,OR,Urban,Eastern Zone
180,Jharsuguda,259.38,297.39,40.32,0.7092,0.99473,1.04471,0.2953,0.11810000000000001,0.7186,0.8382999999999999,0.2837,0.0941,0.5669,0.7148,0.5046,0.9464,0.0116,0.8565999999999999,0.6897,0.7269,0.1038,0.1073,0.42479999999999996,0.34130000000000005,0.6796,0.7134,0.2889,0.0334,0.061799999999999994,OR,Rural,Eastern Zone
182,Sambalpur,545.5,587.35,76.59,0.6870999999999999,1.0388199999999999,1.07896,0.23370000000000002,0.08539999999999999,0.6984,0.8234999999999999,0.1977,0.0753,0.47869999999999996,0.8184,0.41350000000000003,0.8704000000000001,0.0253,0.7859999999999999,0.5273,0.6701,0.055,0.053099999999999994,0.4415,0.3223,0.7526999999999999,0.7561,0.2718,0.0369,0.0557,OR,Rural,Eastern Zone
184,Debagarh,220.77,222.15,25.08,0.6805,1.08004,1.1612500000000001,0.29510000000000003,0.048499999999999995,0.6524,0.7906,0.2322,0.245,0.3053,0.5814,0.34130000000000005,0.8472,0.0292,0.6799,0.7021,0.7223999999999999,0.10279999999999999,0.0968,0.3318,0.32520000000000004,0.2922,0.42829999999999996,0.1957,0.054900000000000004,0.0326,OR,Rural,Eastern Zone
186,Sundargarh,501.3,621.14,86.13,0.7922,0.9977600000000001,1.03245,0.604,0.5596,0.7689,0.8458,0.46299999999999997,0.1305,0.4578,0.8111,0.48109999999999997,0.914,0.0115,0.8073999999999999,0.7651,0.7254,0.1603,0.1603,0.3493,0.21239999999999998,0.6464,0.6861,0.2756,0.0721,0.1162,OR,Urban,Eastern Zone
187,Sundargarh,924.98,1145.83,130.43,0.6507999999999999,1.0645099999999998,1.03809,0.257,0.0762,0.6406000000000001,0.8466,0.2878,0.1686,0.4999,0.804,0.3882,0.8663,0.022000000000000002,0.8832,0.5976,0.8087000000000001,0.16010000000000002,0.1497,0.38299999999999995,0.3032,0.8029000000000001,0.7284,0.2967,0.0677,0.0728,OR,Rural,Eastern Zone
189,Kendujhar,1103.31,1184.78,131.12,0.6052000000000001,1.0593299999999999,0.85938,0.1336,0.08529999999999999,0.6272,0.8367,0.2373,0.3029,0.32170000000000004,0.40049999999999997,0.4215,0.7267,0.030299999999999997,0.7661,0.6897,0.5858,0.0931,0.0966,0.4424,0.3124,0.2908,0.4039,0.2401,0.0788,0.0922,OR,Rural,Eastern Zone
191,Mayurbhanj,1613.75,1677.69,205.58,0.5727,1.0385399999999998,0.99239,0.1478,0.054900000000000004,0.5582,0.785,0.2121,0.36090000000000005,0.3177,0.7340000000000001,0.3404,0.8512000000000001,0.0509,0.7341,0.7379000000000001,0.5951,0.0803,0.0739,0.4458,0.3317,0.3506,0.4203,0.3222,0.0984,0.061500000000000006,OR,Rural,Eastern Zone
193,Baleshwar,1491.31,1632.0,194.53,0.7290000000000001,1.0899,0.95917,0.3329,0.083,0.7445,0.9181,0.2807,0.23199999999999998,0.3207,0.5774,0.1593,0.9248999999999999,0.0296,0.7953,0.6634,0.6089,0.046900000000000004,0.049699999999999994,0.3209,0.266,0.2905,0.4103,0.18600000000000003,0.0757,0.019799999999999998,OR,Rural,Eastern Zone
195,Bhadrak,927.3,1057.76,111.35,0.7654000000000001,1.08004,0.8952300000000001,0.191,0.079,0.7573000000000001,0.9166,0.2814,0.0713,0.27649999999999997,0.3323,0.2457,0.8703,0.016,0.8953,0.7634000000000001,0.6796,0.0678,0.0601,0.3666,0.3115,0.22399999999999998,0.4409,0.10220000000000001,0.034,0.050499999999999996,OR,Rural,Eastern Zone
197,Kendrapara,975.71,1084.54,95.27,0.7756000000000001,1.1326800000000001,1.01983,0.2466,0.13,0.8065000000000001,0.7928000000000001,0.2961,0.121,0.5252,0.5222,0.2291,0.9403,0.0239,0.7570999999999999,0.6138,0.6377,0.13140000000000002,0.11789999999999999,0.27149999999999996,0.2505,0.2915,0.4276,0.29469999999999996,0.1002,0.0356,OR,Rural,Eastern Zone
199,Jagatsinghapur,725.27,819.2,89.89,0.7898999999999999,1.06864,0.9215099999999999,0.314,0.0928,0.8559,0.9423999999999999,0.3962,0.08470000000000001,0.44299999999999995,0.8190999999999999,0.4705,0.9742000000000001,0.0,0.8540000000000001,0.8190000000000001,0.6670999999999999,0.1396,0.1319,0.1937,0.18030000000000002,0.22699999999999998,0.3592,0.3705,0.1008,0.1036,OR,Rural,Eastern Zone
201,Cuttack,1336.47,1388.22,181.52,0.7801,0.9856299999999999,1.0283499999999999,0.2764,0.18710000000000002,0.8336,0.9257,0.27649999999999997,0.157,0.3787,0.4736,0.27149999999999996,0.9601999999999999,0.009899999999999999,0.7445999999999999,0.8234,0.6973,0.0653,0.0755,0.1244,0.21989999999999998,0.1606,0.36450000000000005,0.09369999999999999,0.043899999999999995,0.0759,OR,Rural,Eastern Zone
203,Jajapur,1137.63,1344.64,173.71,0.7626999999999999,1.02995,0.7005,0.2927,0.1329,0.7865000000000001,0.89,0.3446,0.08410000000000001,0.48719999999999997,0.5165,0.413,0.9466,0.0109,0.8856999999999999,0.7807999999999999,0.5325,0.1158,0.1207,0.3013,0.2839,0.3075,0.43770000000000003,0.3549,0.042199999999999994,0.07150000000000001,OR,Rural,Eastern Zone
205,Dhenkanal,791.41,840.37,114.38,0.7009000000000001,1.02783,1.04068,0.2651,0.1304,0.6979000000000001,0.8112999999999999,0.28850000000000003,0.2777,0.5147999999999999,0.662,0.3577,0.8886,0.042300000000000004,0.8534,0.6654000000000001,0.7585999999999999,0.0782,0.0738,0.2865,0.278,0.402,0.4075,0.2422,0.024700000000000003,0.0262,OR,Rural,Eastern Zone
207,Anugul,760.13,896.46,108.71,0.7121,0.9355399999999999,0.8645299999999999,0.3046,0.15710000000000002,0.6856,0.8305,0.2425,0.22760000000000002,0.5051,0.6697,0.3566,0.8961,0.0264,0.9005,0.6247,0.7684000000000001,0.0717,0.0694,0.3357,0.2349,0.3555,0.44530000000000003,0.2127,0.016,0.042300000000000004,OR,Rural,Eastern Zone
209,Nayagarh,638.2,684.99,76.54,0.7345,1.01278,0.7527100000000001,0.2952,0.17800000000000002,0.7440000000000001,0.8748,0.2022,0.3129,0.4904,0.5536,0.36560000000000004,0.9187000000000001,0.0146,0.8879,0.8399,0.6181,0.0789,0.0789,0.2783,0.1693,0.2666,0.39890000000000003,0.3667,0.0701,0.08689999999999999,OR,Rural,Eastern Zone
211,Khordha,926.93,1022.01,134.96,0.813,0.9538800000000001,1.13945,0.6594,0.6769,0.7977,0.9762000000000001,0.4462,0.2011,0.483,0.6512,0.36369999999999997,0.764,0.021400000000000002,0.6624,0.7725,0.6620999999999999,0.0483,0.0553,0.24600000000000002,0.121,0.1315,0.4411,0.1867,0.0246,0.0898,OR,Urban,Eastern Zone
212,Khordha,763.82,824.82,92.13,0.7786,1.01168,0.8130900000000001,0.2409,0.20010000000000003,0.8122,0.878,0.3044,0.15380000000000002,0.4929,0.5536,0.314,0.9387000000000001,0.0127,0.7945,0.7593000000000001,0.7295,0.136,0.1277,0.24760000000000001,0.192,0.24609999999999999,0.467,0.2022,0.027000000000000003,0.0796,OR,Rural,Eastern Zone
214,Puri,1032.56,1219.53,134.77,0.7872,1.01519,0.95527,0.3675,0.1406,0.8261,0.9211,0.29469999999999996,0.0747,0.5367999999999999,0.8027,0.4899,0.9739,0.0147,0.9126000000000001,0.8212,0.6579,0.18780000000000002,0.1912,0.1671,0.1684,0.29,0.4485,0.5156000000000001,0.09230000000000001,0.1568,OR,Rural,Eastern Zone
216,Ganjam,1847.42,1960.39,195.08,0.607,1.12193,0.71723,0.31670000000000004,0.21239999999999998,0.5866,0.8212,0.1501,0.3161,0.4844,0.4351,0.264,0.9006000000000001,0.0369,0.5622,0.49810000000000004,0.7837000000000001,0.037000000000000005,0.0316,0.3119,0.23120000000000002,0.414,0.4368,0.2884,0.0397,0.0298,OR,Rural,Eastern Zone
218,Gajapati,353.73,378.9,56.1,0.5035000000000001,1.02074,0.76235,0.34259999999999996,0.1166,0.4211,0.5851,0.15109999999999998,0.2482,0.5268999999999999,0.4789,0.226,0.612,0.0699,0.4696,0.5084000000000001,0.7371,0.0379,0.032400000000000005,0.3403,0.2407,0.5978,0.5954,0.26489999999999997,0.061,0.049100000000000005,OR,Rural,Eastern Zone
220,Kandhamal,481.44,573.1,71.89,0.5748,1.06456,1.02397,0.1479,0.0463,0.5479999999999999,0.8290000000000001,0.1684,0.22030000000000002,0.4718,0.6406999999999999,0.4501,0.7126,0.053099999999999994,0.7352,0.7852,0.5408,0.1067,0.1035,0.3947,0.2892,0.42369999999999997,0.5293,0.4954,0.0919,0.1183,OR,Rural,Eastern Zone
222,Baudh,314.52,352.99,45.59,0.682,0.99343,1.02609,0.15460000000000002,0.09939999999999999,0.6401,0.8236,0.17800000000000002,0.2353,0.43420000000000003,0.7345999999999999,0.4285,0.8210999999999999,0.055,0.9420000000000001,0.637,0.8975,0.1016,0.1016,0.4279,0.3146,0.436,0.49570000000000003,0.2577,0.0536,0.0387,OR,Rural,Eastern Zone
224,Subarnapur,435.4,515.39,64.91,0.6912999999999999,1.0360099999999999,1.00067,0.1406,0.0958,0.6892,0.8515999999999999,0.2536,0.2236,0.516,0.8503000000000001,0.5264,0.9297,0.035699999999999996,0.9259000000000001,0.7513,0.8231999999999999,0.1503,0.1448,0.47119999999999995,0.3326,0.7369,0.6920999999999999,0.34149999999999997,0.0673,0.1012,OR,Rural,Eastern Zone
226,Balangir,1247.85,1397.73,165.06,0.631,1.03754,1.09124,0.1079,0.0496,0.5962,0.8353,0.19,0.1427,0.5132,0.7663,0.4747,0.8762000000000001,0.0415,0.9176000000000001,0.4829,0.8195999999999999,0.0907,0.08349999999999999,0.44409999999999994,0.3454,0.6799,0.6114,0.2551,0.061799999999999994,0.0406,OR,Rural,Eastern Zone
228,Nuapada,449.19,518.15,57.02,0.5628,1.0527799999999998,0.9948,0.1852,0.057699999999999994,0.4829,0.7745000000000001,0.1855,0.1974,0.43229999999999996,0.7532,0.43729999999999997,0.8412999999999999,0.0404,0.8428,0.5789,0.8473,0.0297,0.0281,0.36369999999999997,0.3507,0.6555,0.6581999999999999,0.2925,0.0697,0.0781,OR,Rural,Eastern Zone
230,Kalahandi,1146.19,1121.57,131.0,0.4885,1.02197,0.8728999999999999,0.1052,0.032400000000000005,0.4291,0.6906,0.1582,0.22940000000000002,0.4637,0.4459,0.3393,0.726,0.0688,0.8925,0.7723,0.7058,0.0381,0.0466,0.3732,0.36119999999999997,0.6962999999999999,0.706,0.21899999999999997,0.0245,0.0545,OR,Rural,Eastern Zone
232,Rayagada,565.75,633.18,84.85,0.38880000000000003,1.08283,0.97316,0.1648,0.07429999999999999,0.2905,0.5555,0.087,0.3714,0.43420000000000003,0.5795,0.524,0.6896,0.10060000000000001,0.7254999999999999,0.7129000000000001,0.7089,0.11460000000000001,0.1076,0.4645,0.3563,0.5147999999999999,0.5669,0.3232,0.0587,0.1043,OR,Rural,Eastern Zone
234,Nabarangapur,755.58,938.44,125.51,0.4635,1.0315699999999999,1.0729000000000002,0.1388,0.0521,0.3836,0.5870000000000001,0.08039999999999999,0.3754,0.4891,0.7,0.3496,0.634,0.049699999999999994,0.7148,0.7726000000000001,0.6092,0.11220000000000001,0.1097,0.4664,0.3718,0.7271,0.7152,0.47259999999999996,0.0827,0.0894,OR,Rural,Eastern Zone
236,Koraput,846.2,875.16,100.23,0.41960000000000003,1.02186,0.8803099999999999,0.132,0.0969,0.3358,0.6818000000000001,0.10099999999999999,0.3404,0.4904,0.5851,0.32799999999999996,0.6367,0.0632,0.6476999999999999,0.5325,0.7166,0.0206,0.028900000000000002,0.4374,0.3741,0.7312000000000001,0.6761,0.25920000000000004,0.056299999999999996,0.0431,OR,Rural,Eastern Zone
238,Malkangiri,395.19,444.0,51.74,0.4242,1.02395,0.9020199999999999,0.1609,0.038599999999999995,0.32630000000000003,0.5985,0.098,0.39890000000000003,0.45659999999999995,0.6976,0.40009999999999996,0.6718000000000001,0.10640000000000001,0.759,0.6336999999999999,0.6647,0.17579999999999998,0.17120000000000002,0.47159999999999996,0.4753,0.726,0.7140000000000001,0.36329999999999996,0.04190000000000001,0.0767,OR,Rural,Eastern Zone
240,Nandurbar,662.0,771.0,90.0,0.518,1.026,1.05,0.18600000000000003,0.12,0.423,0.534,0.214,0.24600000000000002,0.534,0.526,0.385,0.525,0.10400000000000001,0.327,0.711,0.631,0.035,0.027000000000000003,0.49700000000000005,0.45299999999999996,0.608,0.616,0.35600000000000004,0.235,0.149,MH,Rural,Western Zone
242,Dhule,558.0,637.0,118.0,0.631,0.9119999999999999,0.805,0.213,0.262,0.525,0.841,0.215,0.41200000000000003,0.613,0.598,0.121,0.679,0.14400000000000002,0.40299999999999997,0.813,0.574,0.221,0.195,0.42100000000000004,0.319,0.6859999999999999,0.5329999999999999,0.528,0.419,0.41,MH,Rural,Western Zone
247,Buldana,616.0,659.0,97.0,0.725,0.944,0.875,0.40299999999999997,0.21100000000000002,0.743,0.894,0.263,0.373,0.7290000000000001,0.7490000000000001,0.205,0.826,0.055999999999999994,0.6920000000000001,0.616,0.295,0.0,0.0,0.462,0.29600000000000004,0.441,0.44299999999999995,0.512,0.261,0.086,MH,Rural,Western Zone
249,Akola,387.0,554.0,63.0,0.89,1.003,1.068,0.63,0.8140000000000001,0.885,0.904,0.534,0.07400000000000001,0.628,0.847,0.331,0.9390000000000001,0.023,0.38299999999999995,0.603,0.452,0.0,0.0,0.26899999999999996,0.221,0.5920000000000001,0.402,0.418,0.105,0.109,MH,Urban,Western Zone
250,Akola,404.0,475.0,80.0,0.83,0.959,0.8779999999999999,0.38,0.23399999999999999,0.82,0.905,0.396,0.15,0.6729999999999999,0.784,0.341,0.9109999999999999,0.025,0.5710000000000001,0.7829999999999999,0.716,0.0,0.0,0.47700000000000004,0.27,0.505,0.37799999999999995,0.327,0.09300000000000001,0.11,MH,Rural,Western Zone
252,Washim,655.0,709.0,110.0,0.7290000000000001,0.944,0.9470000000000001,0.34,0.22899999999999998,0.736,0.92,0.326,0.25,0.747,0.653,0.34,0.8420000000000001,0.040999999999999995,0.688,0.6829999999999999,0.616,0.09,0.08,0.418,0.284,0.637,0.364,0.49,0.302,0.28300000000000003,MH,Rural,Western Zone
255,Amravati,404.0,427.0,54.0,0.7829999999999999,0.975,1.1199999999999999,0.556,0.322,0.8190000000000001,0.888,0.425,0.184,0.72,0.726,0.534,0.917,0.015,0.648,0.752,0.636,0.059000000000000004,0.075,0.42100000000000004,0.299,0.488,0.455,0.462,0.214,0.145,MH,Rural,Western Zone
260,Nagpur,619.0,714.0,99.0,0.887,1.028,1.027,0.773,0.8759999999999999,0.894,0.98,0.5760000000000001,0.061,0.635,0.7509999999999999,0.521,0.97,0.01,0.805,0.87,0.62,0.003,0.071,0.33899999999999997,0.195,0.435,0.45,0.324,0.11900000000000001,0.128,MH,Urban,Western Zone
263,Bhandara,658.0,659.0,105.0,0.775,0.992,1.162,0.642,0.303,0.868,0.902,0.483,0.054000000000000006,0.7509999999999999,0.8109999999999999,0.324,0.983,0.017,0.7809999999999999,0.66,0.294,0.0,0.0,0.382,0.359,0.45399999999999996,0.5720000000000001,0.513,0.252,0.08800000000000001,MH,Rural,Western Zone
265,Gondiya,671.0,700.0,111.0,0.762,1.022,0.994,0.519,0.171,0.835,0.897,0.406,0.064,0.659,0.752,0.698,0.9309999999999999,0.038,0.774,0.7440000000000001,0.677,0.038,0.048,0.345,0.38299999999999995,0.5720000000000001,0.565,0.505,0.183,0.10800000000000001,MH,Rural,Western Zone
267,Gadchiroli,707.0,750.0,123.0,0.638,0.9789999999999999,1.167,0.27899999999999997,0.145,0.701,0.9,0.335,0.095,0.7190000000000001,0.765,0.496,0.862,0.073,0.8140000000000001,0.706,0.62,0.096,0.09,0.309,0.289,0.598,0.51,0.496,0.34299999999999997,0.359,MH,Rural,Western Zone
272,Yavatmal,632.0,714.0,117.0,0.727,0.967,0.9119999999999999,0.34299999999999997,0.23800000000000002,0.718,0.92,0.29100000000000004,0.20800000000000002,0.7170000000000001,0.667,0.321,0.8290000000000001,0.059000000000000004,0.617,0.8320000000000001,0.58,0.067,0.071,0.534,0.303,0.737,0.489,0.512,0.36200000000000004,0.301,MH,Rural,Western Zone
274,Nanded,585.0,702.0,137.0,0.649,1.0050000000000001,0.905,0.33899999999999997,0.145,0.7290000000000001,0.867,0.20800000000000002,0.418,0.609,0.6759999999999999,0.41100000000000003,0.81,0.06,0.485,0.626,0.677,0.009000000000000001,0.043,0.429,0.342,0.547,0.456,0.441,0.11199999999999999,0.094,MH,Rural,Western Zone
276,Hingoli,649.0,732.0,115.0,0.648,1.006,0.9650000000000001,0.35100000000000003,0.16,0.6579999999999999,0.925,0.203,0.42100000000000004,0.6609999999999999,0.628,0.434,0.826,0.077,0.675,0.644,0.574,0.08800000000000001,0.083,0.402,0.304,0.536,0.42700000000000005,0.451,0.209,0.172,MH,Rural,Western Zone
278,Parbhani,380.0,448.0,69.0,0.772,0.959,0.905,0.5760000000000001,0.636,0.8140000000000001,0.917,0.391,0.245,0.675,0.7709999999999999,0.379,0.895,0.064,0.493,0.639,0.34700000000000003,0.038,0.031,0.41700000000000004,0.182,0.466,0.479,0.51,0.23199999999999998,0.079,MH,Urban,Western Zone
279,Parbhani,391.0,468.0,71.0,0.602,1.027,1.223,0.23600000000000002,0.10300000000000001,0.6579999999999999,0.8170000000000001,0.158,0.495,0.6859999999999999,0.8029999999999999,0.27899999999999997,0.84,0.08900000000000001,0.525,0.7140000000000001,0.555,0.02,0.04,0.485,0.375,0.544,0.457,0.578,0.293,0.09300000000000001,MH,Rural,Western Zone
281,Jalna,634.0,688.0,104.0,0.634,0.9380000000000001,0.861,0.3,0.099,0.635,0.903,0.215,0.537,0.664,0.6459999999999999,0.45799999999999996,0.922,0.046,0.741,0.7,0.6809999999999999,0.0,0.034,0.47,0.299,0.493,0.428,0.524,0.276,0.21899999999999997,MH,Rural,Western Zone
283,Aurangabad,373.0,438.0,73.0,0.804,0.9410000000000001,1.066,0.613,0.847,0.8370000000000001,0.9259999999999999,0.46399999999999997,0.348,0.616,0.7809999999999999,0.162,0.9940000000000001,0.0,0.708,0.78,0.435,0.0,0.0,0.354,0.147,0.315,0.425,0.46399999999999997,0.23,0.078,MH,Urban,Western Zone
286,Nashik,374.0,454.0,85.0,0.858,1.0130000000000001,0.8869999999999999,0.6409999999999999,0.871,0.883,0.9279999999999999,0.435,0.312,0.63,0.526,0.425,0.955,0.006,0.589,0.68,0.64,0.0,0.019,0.43700000000000006,0.204,0.521,0.562,0.284,0.1,0.08800000000000001,MH,Urban,Western Zone
287,Nashik,381.0,497.0,78.0,0.745,0.986,0.844,0.389,0.39399999999999996,0.75,0.914,0.35600000000000004,0.276,0.6920000000000001,0.6579999999999999,0.39299999999999996,0.733,0.069,0.6609999999999999,0.633,0.654,0.0,0.0,0.43200000000000005,0.322,0.54,0.529,0.33899999999999997,0.11599999999999999,0.102,MH,Rural,Western Zone
289,Thane,531.0,543.0,97.0,0.857,0.905,0.747,0.72,0.87,0.8240000000000001,0.9129999999999999,0.545,0.16899999999999998,0.595,0.73,0.561,0.924,0.032,0.425,0.674,0.545,0.09699999999999999,0.114,0.318,0.13699999999999998,0.515,0.45299999999999996,0.469,0.255,0.14300000000000002,MH,Urban,Western Zone
291,Mumbai Suburban,668.0,673.0,100.0,0.8290000000000001,0.869,0.932,0.267,0.871,0.82,0.945,0.433,0.146,0.596,0.82,0.36700000000000005,0.9390000000000001,0.044000000000000004,0.501,0.826,0.58,0.142,0.142,0.213,0.151,0.7,0.504,0.41200000000000003,0.337,0.302,MH,Urban,Western Zone
293,Mumbai,649.0,608.0,62.0,0.872,0.906,1.033,0.392,0.892,0.905,0.981,0.529,0.106,0.531,0.807,0.527,0.9740000000000001,0.0,0.456,0.8109999999999999,0.498,0.035,0.064,0.255,0.17800000000000002,0.657,0.494,0.39399999999999996,0.265,0.18600000000000003,MH,Urban,Western Zone
296,Raigarh,385.0,404.0,54.0,0.718,0.9710000000000001,0.73,0.557,0.5479999999999999,0.765,0.887,0.316,0.26,0.634,0.648,0.534,0.9159999999999999,0.015,0.424,0.805,0.58,0.076,0.11699999999999999,0.395,0.31,0.564,0.611,0.312,0.147,0.147,MH,Rural,Western Zone
299,Pune,380.0,398.0,79.0,0.743,0.8779999999999999,0.786,0.609,0.598,0.8290000000000001,0.9890000000000001,0.39299999999999996,0.34600000000000003,0.71,0.8320000000000001,0.5920000000000001,0.9420000000000001,0.018000000000000002,0.792,0.593,0.7040000000000001,0.025,0.07,0.225,0.23399999999999999,0.5379999999999999,0.493,0.402,0.17300000000000001,0.124,MH,Rural,Western Zone
301,Ahmadnagar,603.0,638.0,84.0,0.7190000000000001,0.9259999999999999,0.8779999999999999,0.455,0.498,0.7929999999999999,0.924,0.425,0.42100000000000004,0.44299999999999995,0.59,0.19899999999999998,0.9420000000000001,0.022000000000000002,0.406,0.774,0.467,0.05,0.042,0.34700000000000003,0.256,0.434,0.44799999999999995,0.5329999999999999,0.284,0.142,MH,Rural,Western Zone
303,Bid,618.0,614.0,101.0,0.586,0.932,1.0130000000000001,0.359,0.19399999999999998,0.636,0.9520000000000001,0.297,0.486,0.669,0.711,0.214,0.9279999999999999,0.059000000000000004,0.53,0.7929999999999999,0.588,0.12,0.14,0.376,0.217,0.586,0.336,0.547,0.384,0.34299999999999997,MH,Rural,Western Zone
305,Latur,584.0,669.0,116.0,0.6559999999999999,0.966,0.9710000000000001,0.349,0.21899999999999997,0.752,0.9159999999999999,0.331,0.387,0.662,0.746,0.405,0.897,0.026000000000000002,0.642,0.62,0.515,0.057999999999999996,0.071,0.371,0.253,0.563,0.37200000000000005,0.47200000000000003,0.134,0.11199999999999999,MH,Rural,Western Zone
